reference_period,job_IDnumber,individual_IDnumber,employer_IDnumber,temporary_jobs_employer_IDnumber,j_job_start_date,j_job_end_effective_date,j_contract_type,j_job_end_planned_date,j_contract_planned_duration,j_job_status,j_blue_collar,j_posted_worker,j_assisting_family_member,j_maternity_leave,j_activation_measure,j_activation_measure_type,j_trial_period,j_trial_period_end_date,j_trial_period_length,j_F_short_time_working,j_short_time_working_benefit,j_short_time_working_hours,j_F_month_base_wage,j_month_base_wage,j_F_month_additionnal_wage,j_month_additionnal_wage,j_F_month_overtime_wage,j_month_overtime_wage,j_F_month_total_wage,j_month_total_wage,j_F_nb_base_worked_hours,j_nb_base_worked_hours,j_F_nb_overtime_paid_hours,j_nb_overtime_paid_hours,j_F_nb_total_worked_hours,j_nb_total_worked_hours,j_F_nb_base_worked_hours_ADJ,j_nb_base_worked_hours_ADJ,j_F_nb_total_worked_hours_ADJ,j_nb_total_worked_hours_ADJ,j_F_hourly_base_wage,j_hourly_base_wage,j_F_hourly_total_wage,j_hourly_total_wage,j_F_official_stat
202510,JOB895532928613,ID6103697768,EMP7134363856,-9,201607,201801,1,201801,5,0,1,0,0,0,0,,1,201608,4.0,0,,,1,4169.64,-8,,-8,,1,4169.64,1,160.55,-8,,1,160.55,1,162.66,1,161.2,1,25.63,1,25.87,1
202605,JOB888157444313,ID1176654505,EMP8005134483,-9,201908,202102,1,202102,5,0,1,0,0,0,0,,1,201911,12.0,0,,,1,3448.86,1,410.51,-8,,1,3859.37,1,161.95,-8,,1,161.95,1,158.81,1,159.26,1,21.72,1,24.23,1
202407,JOB862552926261,ID0543494103,EMP6497859639,-9,202201,,0,999909,-9,0,0,0,0,0,0,,1,202202,4.0,0,,,1,5894.43,1,584.72,-8,,1,6479.14,1,165.17,-8,,1,165.17,1,164.35,1,162.89,1,35.87,1,39.78,1
202607,JOB307504073118,ID0082829581,EMP6314715892,-9,202510,,0,999909,-9,0,0,0,0,0,0,,1,202511,4.0,0,,,1,5275.27,-8,,-8,,1,5275.27,1,160.39,-8,,1,160.39,1,158.48,1,160.68,1,33.29,1,32.83,1
202509,JOB237801618162,ID3988858737,EMP1115674305,-9,202302,202307,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,3837.96,-8,,-8,,1,3837.96,1,162.84,-8,,1,162.84,1,164.65,1,165.4,1,23.31,1,23.2,1
202402,JOB314949686567,ID0624702668,EMP0042258368,-9,201810,,0,999909,-9,1,1,0,0,0,0,,1,201811,6.0,0,,,1,5720.35,-8,,-8,,1,5720.35,1,169.26,-8,,1,169.26,1,165.96,1,171.82,1,34.47,1,33.29,1
202605,JOB748879614020,ID3323511563,EMP8578829834,-9,202206,,0,999909,-9,0,0,0,0,0,0,,1,202209,12.0,0,,,1,5632.84,-8,,-8,,1,5632.84,1,170.09,-8,,1,170.09,1,168.83,1,172.7,1,33.36,1,32.62,0
202509,JOB452119535780,ID4747124834,EMP3190682207,-9,201702,201706,1,201706,3,0,0,0,0,1,0,,0,,,0,,,1,8349.11,1,890.33,-8,,1,9239.44,1,168.6,-8,,1,168.6,1,167.47,1,166.95,1,49.85,1,55.34,1
202406,JOB590524456283,ID3797629466,EMP7380649512,-9,201910,202002,2,202002,4,0,0,0,0,0,0,,-9,,,0,,,1,6921.53,-8,,-8,,1,6921.53,1,165.07,-8,,1,165.07,1,163.79,1,168.17,1,42.26,1,41.16,1
202606,JOB058291731436,ID3797629466,EMP5035049692,-9,202107,202111,1,202111,3,0,1,0,0,0,0,,1,202201,26.0,0,,,1,3590.62,-8,,-8,,1,3590.62,1,169.56,-8,,1,169.56,1,167.62,1,168.5,1,21.42,1,21.31,1
202403,JOB208121315396,ID3119129285,EMP5188999045,-9,201902,,0,999909,-9,0,0,0,0,0,0,,1,201904,8.0,1,2007.86,48.1,1,6692.86,-8,,-8,,1,6692.86,1,160.34,-8,,1,160.34,1,159.16,1,163.02,1,42.05,1,41.06,1
202406,JOB416675536332,ID0396361043,EMP3718566267,-9,201908,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,6981.19,-8,,-8,,1,6981.19,1,162.29,-8,,1,162.29,1,159.18,1,164.49,1,43.86,1,42.44,1
202406,JOB835579031073,ID7259333816,EMP8520383417,-9,202303,,0,999909,-9,1,0,0,0,0,0,,0,,,0,,,1,5732.88,1,704.36,-8,,1,6437.24,1,166.39,-8,,1,166.39,1,167.23,1,165.97,1,34.28,1,38.79,1
202606,JOB706309360461,ID5674664896,EMP1021748497,-9,202511,,0,999909,-9,0,0,0,0,1,0,,1,202601,8.0,0,,,1,3768.86,-8,,1,618.42,1,4387.28,1,162.36,1,17.760806616846132,1,180.12080661684615,1,160.57,1,178.33080661684613,1,23.47,1,24.6,1
202404,JOB587157091131,ID4856400141,EMP9983082772,-9,201802,202112,0,999909,-9,1,0,0,0,0,1,PAN - Projet d'activité national,0,,,1,2183.97,49.72,1,7279.91,-8,,-8,,1,7279.91,1,165.74,-8,,1,165.74,1,163.64,1,167.72,1,44.49,1,43.41,1
202408,JOB935185278750,ID4670109016,EMP4391488467,-9,201503,,0,999909,-9,0,0,0,0,0,0,,1,201509,26.0,0,,,1,3998.29,1,933.27,-8,,1,4931.56,1,169.48,-8,,1,169.48,1,169.95,1,170.01,1,23.53,1,29.01,1
202402,JOB435115879162,ID6814617048,-9,-9,201910,202002,-9,202002,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202611,JOB311488034018,ID9701354162,EMP5529795455,-9,202508,,1,202605,4,0,1,0,0,0,1,CIE - Contrat d'initiation à l'emploi,1,202509,4.0,0,,,1,2684.78,-8,,-8,,1,2684.78,1,171.96,-8,,1,171.96,1,171.56,1,171.2,1,15.65,1,15.68,1
202508,JOB938859712037,ID4945501712,EMP6367037963,-9,201903,,0,999909,-9,0,0,0,0,0,0,,1,201909,26.0,0,,,1,5228.99,-8,,-8,,1,5228.99,1,165.36,-8,,1,165.36,1,165.61,1,162.19,1,31.57,1,32.24,1
202602,JOB349120987694,ID0076583413,EMP1825415156,-9,201705,,0,999909,-9,0,1,0,0,0,0,,1,201708,12.0,1,1030.03,51.03,1,3433.42,-8,,-8,,1,3433.42,1,170.1,-8,,1,170.1,1,168.66,1,168.82,1,20.36,1,20.34,1
202511,JOB816309027399,ID2371428774,EMP5585412101,-9,202508,202511,4,202511,1,0,1,0,0,0,0,,-9,,,0,,,1,3190.85,-8,,-8,,1,3190.85,1,114.79,-8,,1,114.79,1,113.59,1,112.83,1,28.09,1,28.28,1
202602,JOB604324582684,ID8479954392,EMP8054351501,-9,201803,202511,0,999909,-9,1,0,0,0,0,0,,0,,,0,,,1,5381.8,-8,,-8,,1,5381.8,1,161.93,-8,,1,161.93,1,159.22,1,160.98,1,33.8,1,33.43,1
202510,JOB523805636265,ID5161714839,EMP5592398136,-9,201505,,0,999909,-9,1,1,0,0,0,0,,1,201511,26.0,0,,,1,4962.02,1,228.61,-8,,1,5190.63,1,164.07,-8,,1,164.07,1,163.93,1,164.53,1,30.27,1,31.55,1
202509,JOB220137029778,ID1474726908,EMP5610265720,-9,202210,,0,999909,-9,0,0,0,0,0,0,,1,202304,26.0,0,,,1,6136.5,-8,,1,737.02,1,6873.53,1,169.05,1,13.535813951031532,1,182.58581395103155,1,168.79,1,182.32581395103153,1,36.36,1,37.7,1
202607,JOB762395949389,ID5617079173,EMP4051684347,-9,202509,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,4001.09,-8,,-8,,1,4001.09,1,161.54,-8,,1,161.54,1,160.86,1,164.46,1,24.87,1,24.33,1
202401,JOB542333675379,ID5617079173,EMP7153629077,-9,202003,,0,999909,-9,1,1,0,0,0,0,,1,202005,8.0,0,,,1,7306.06,-8,,-8,,1,7306.06,1,170.1,-8,,1,170.1,1,172.22,1,171.34,1,42.42,1,42.64,1
202601,JOB202614481519,ID2379245749,EMP0365421747,-9,202507,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3669.49,-8,,-8,,1,3669.49,1,168.29,-8,,1,168.29,1,166.18,1,168.85,1,22.08,1,21.73,1
202412,JOB861500918256,ID3615673978,EMP1282955512,-9,202410,,0,999909,-9,1,1,0,0,1,0,,1,202501,12.0,0,,,1,7309.83,-8,,-8,,1,7309.83,1,169.9,-8,,1,169.9,1,169.56,1,170.64,1,43.11,1,42.84,1
202408,JOB479783608256,ID7182534589,EMP0062010466,TMP4004764822,202402,,0,999909,-9,1,1,0,0,0,0,,1,202408,26.0,0,,,1,7083.18,-8,,-8,,1,7083.18,1,170.45,-8,,1,170.45,1,167.14,1,172.44,1,42.38,1,41.08,1
202409,JOB896588721205,ID7523778011,EMP7379090596,-9,202404,,0,999909,-9,0,1,0,0,0,0,,1,202407,12.0,0,,,1,3418.53,-8,,-8,,1,3418.53,1,165.48,-8,,1,165.48,1,165.58,1,168.32,1,20.65,1,20.31,1
202501,JOB297277990192,ID7983800564,EMP9761654634,-9,202008,202407,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,6660.13,1,913.87,-8,,1,7574.0,1,162.09,-8,,1,162.09,1,158.95,1,164.54,1,41.9,1,46.03,1
202605,JOB686518638187,ID0450964663,EMP3013860379,-9,202107,202108,1,202108,2,0,0,0,0,0,0,,0,,,0,,,1,6482.21,-8,,-8,,1,6482.21,1,171.14,-8,,1,171.14,1,170.8,1,168.9,1,37.95,1,38.38,1
202405,JOB140836843722,ID1340454454,-9,-9,201605,201609,-9,201609,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202502,JOB214810043328,ID8054920625,EMP7531896895,-9,202302,,0,999909,-9,0,0,0,0,0,0,,1,202303,4.0,0,,,1,6517.49,1,159.89,-8,,1,6677.39,1,164.11,-8,,1,164.11,1,164.45,1,165.39,1,39.63,1,40.37,1
202509,JOB840482093043,ID2569269870,EMP5213565367,-9,202504,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,5277.64,-8,,-8,,1,5277.64,1,171.85,-8,,1,171.85,1,170.74,1,174.42,1,30.91,1,30.26,1
202411,JOB811132411949,ID5135047408,EMP4921755942,-9,201607,202405,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4837.8,-8,,1,679.97,1,5517.77,1,165.32,1,15.490980614921648,1,180.81098061492165,1,167.8,1,183.29098061492166,1,28.83,1,30.1,1
202605,JOB946769861150,ID0915644021,EMP4080413754,-9,201803,,0,999909,-9,1,0,0,0,0,0,,1,201809,26.0,1,1360.01,50.5,1,4533.36,1,530.23,-8,,1,5063.59,1,168.35,-8,,1,168.35,1,169.63,1,166.13,1,26.72,1,30.48,1
202511,JOB830031579103,ID0915644021,EMP8618243661,-9,202007,,0,999909,-9,0,0,0,0,0,0,,1,202008,4.0,0,,,1,3465.26,-8,,-8,,1,3465.26,1,165.88,-8,,1,165.88,1,163.48,1,164.12,1,21.2,1,21.11,1
202402,JOB544933039232,ID6911654077,EMP1751752407,-9,202101,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4904.65,-8,,1,325.45,1,5230.11,1,168.33,1,7.446458028825074,1,175.7764580288251,1,168.98,1,176.42645802882507,1,29.03,1,29.64,1
202610,JOB857782689721,ID0544296258,EMP2958021395,-9,202308,,0,999909,-9,0,0,0,0,0,0,,1,202311,12.0,0,,,1,5233.86,-8,,-8,,1,5233.86,1,161.88,-8,,1,161.88,1,160.55,1,164.56,1,32.6,1,31.81,1
202601,JOB466466791380,ID3761878199,-9,-9,202209,202211,-9,202211,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202404,JOB791710645130,ID9327762825,EMP4770666258,-9,201801,202001,3,202001,5,0,1,0,0,0,0,,-9,,,0,,,1,2797.41,-8,,-8,,1,2797.41,1,162.83,-8,,1,162.83,1,161.92,1,165.79,1,17.28,1,16.87,1
202603,JOB311109157103,ID0881251433,EMP0000180764,-9,202501,202505,1,202505,3,0,1,0,0,0,0,,1,202502,4.0,0,,,1,4494.12,1,125.89,-8,,1,4620.01,1,169.26,-8,,1,169.26,1,166.77,1,171.67,1,26.95,1,26.91,1
202406,JOB918622329467,ID0881251433,EMP6687496154,-9,202205,202209,1,202209,3,0,0,0,0,0,0,,1,202206,6.0,0,,,1,5864.45,1,280.91,-8,,1,6145.37,1,170.01,-8,,1,170.01,1,173.33,1,166.71,1,33.83,1,36.86,1
202609,JOB342238486089,ID7137949810,EMP1271600304,-9,202205,,0,999909,-9,1,0,0,0,1,0,,0,,,0,,,1,6578.47,1,401.13,-8,,1,6979.6,1,161.48,-8,,1,161.48,1,163.74,1,160.84,1,40.18,1,43.39,1
202602,JOB456281827624,ID5802998042,EMP3404583446,-9,201711,201803,2,201803,4,0,0,0,0,0,0,,-9,,,0,,,1,7285.99,-8,,-8,,1,7285.99,1,164.3,-8,,1,164.3,1,167.57,1,164.63,1,43.48,1,44.26,1
202601,JOB035059738480,ID0034746492,EMP3216215975,-9,201705,,0,999909,-9,0,0,1,0,0,0,,0,,,0,,,1,5599.07,-8,,-8,,1,5599.07,1,169.28,1,14.77,1,184.05,1,169.99,1,187.07,1,32.94,1,29.93,1
202508,JOB262204524532,ID4667318819,EMP4441908656,-9,202401,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4925.89,1,683.07,-8,,1,5608.95,1,161.36,1,8.71,1,170.07,1,161.49,1,173.46,1,30.5,1,32.34,1
202602,JOB153714874270,ID7432753171,EMP6551086547,-9,202410,,0,999909,-9,0,0,0,0,0,0,,1,202504,26.0,0,,,1,5068.88,1,700.35,1,909.75,1,6678.98,1,165.36,1,19.7855908357821,1,185.14559083578212,1,163.6,1,183.3855908357821,1,30.98,1,36.42,1
202509,JOB335168976274,ID6201791809,EMP8218830431,-9,202102,,0,999909,-9,0,0,0,0,0,0,,1,202105,12.0,0,,,1,7938.76,1,945.69,-8,,1,8884.44,1,165.02,-8,,1,165.02,1,167.25,1,166.94,1,47.47,1,53.22,1
202405,JOB484521661223,ID0375476859,EMP2687862206,-9,201607,201907,3,201907,5,0,0,0,0,0,0,,-9,,,0,,,1,2970.77,1,119.56,-8,,1,3090.33,1,145.42,-8,,1,145.42,1,147.3,1,147.42,1,20.17,1,20.96,1
202603,JOB435714017310,ID8983334187,EMP7304146929,-9,201502,201506,1,201506,3,0,1,0,0,0,0,,1,201508,26.0,0,,,1,4373.09,-8,,-8,,1,4373.09,1,163.28,-8,,1,163.28,1,166.52,1,160.89,1,26.26,1,27.18,1
202607,JOB175005689667,ID3455738742,EMP2498063937,-9,202007,,0,999909,-9,1,0,0,0,0,0,,1,202008,4.0,0,,,1,7194.5,1,651.09,-8,,1,7845.59,1,170.48,1,18.14,1,188.62,1,173.47,1,189.3,1,41.47,1,41.45,0
202602,JOB093361147994,ID9695941327,EMP5955940841,-9,202501,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4271.4,-8,,1,575.75,1,4847.15,1,162.38,1,14.591652952037535,1,176.97165295203752,1,162.22,1,176.81165295203755,1,26.33,1,27.41,1
202605,JOB360777348221,ID8590915816,EMP4670454440,-9,202211,202308,1,202308,4,0,0,0,0,0,0,,1,202301,8.0,0,,,1,7975.26,1,351.25,-8,,1,8326.52,1,169.73,-8,,1,169.73,1,168.53,1,167.9,1,47.32,1,49.59,1
202512,JOB482721252770,ID5973868345,EMP0398001622,TMP8608492515,201504,201906,0,999909,-9,0,1,0,0,0,0,,1,201510,26.0,0,,,1,3994.07,-8,,-8,,1,3994.07,1,166.03,-8,,1,166.03,1,167.79,1,166.56,1,23.8,1,23.98,1
202509,JOB321608275681,ID9806238483,EMP3519069307,TMP2835710017,202008,,0,999909,-9,0,0,0,0,0,0,,1,202009,4.0,0,,,1,5219.1,1,636.62,1,611.73,1,6467.45,1,168.69,1,13.18138763139729,1,181.87138763139728,1,168.64,1,181.82138763139727,1,30.95,1,35.57,1
202410,JOB199774737914,ID2272899873,EMP9202732392,-9,201907,,0,999909,-9,1,1,0,0,0,0,,1,201908,4.0,0,,,1,4941.41,1,245.99,-8,,1,5187.4,1,160.04,-8,,1,160.04,1,162.78,1,160.11,1,30.36,1,32.4,1
202405,JOB175974553833,ID5302432429,EMP9088773141,-9,201705,,0,999909,-9,0,1,0,0,0,0,,1,201707,8.0,0,,,1,3510.11,1,976.13,-8,,1,4486.24,1,163.72,-8,,1,163.72,1,166.62,1,163.39,1,21.07,1,27.46,1
202403,JOB083590879850,ID0086115164,-9,-9,201907,201909,-9,201909,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202509,JOB734277627076,ID3252809498,EMP7742684871,-9,202309,202503,0,999909,-9,0,0,0,0,0,0,,1,202403,26.0,0,,,1,4144.05,-8,,-8,,1,4144.05,1,163.59,1,5.5,1,169.09,1,161.67,1,170.39,1,25.63,1,24.32,1
202607,JOB510718409525,ID7767476727,EMP6902448614,-9,201603,201709,1,201709,5,0,1,0,0,0,0,,1,201604,4.0,0,,,1,3822.9,1,327.46,1,436.59,1,4586.95,1,161.55,1,12.299679170318463,1,173.84967917031847,1,161.13,1,173.42967917031845,1,23.73,1,26.45,1
202505,JOB653709308765,ID8337472193,-9,-9,202002,202005,-9,202005,4,2,-8,-9,0,1,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202412,JOB951504428860,ID8337472193,EMP2076021931,-9,201802,201806,2,201806,2,0,1,0,0,1,0,,-9,,,0,,,1,4241.68,-8,,-8,,1,4241.68,1,163.71,-8,,1,163.71,1,164.32,1,163.2,1,25.81,1,25.99,1
202602,JOB811262887536,ID8004086453,EMP2299776784,-9,202101,,0,999909,-9,0,0,0,0,0,0,,1,202103,8.0,0,,,1,3546.36,-8,,-8,,1,3546.36,1,168.02,-8,,1,168.02,1,166.05,1,167.81,1,21.36,1,21.13,1
202603,JOB406498481614,ID4833269331,EMP4440597477,-9,201603,,0,999909,-9,0,0,0,0,0,0,,1,201609,26.0,1,1043.97,50.63,1,3479.89,-8,,-8,,1,3479.89,1,168.76,-8,,1,168.76,1,167.43,1,168.47,1,20.78,1,20.66,1
202501,JOB274326185936,ID3825995197,EMP3445661820,-9,201508,201512,1,201512,3,0,1,0,0,0,0,,1,201510,8.0,0,,,1,2841.93,-8,,-8,,1,2841.93,1,164.89,-8,,1,164.89,1,164.77,1,161.95,1,17.25,1,17.55,1
202403,JOB067568736409,ID4578904074,EMP5914893838,-9,202204,202208,2,202208,3,0,1,0,0,0,0,,-9,,,0,,,1,3407.19,-8,,-8,,1,3407.19,1,172.67,-8,,1,172.67,1,173.86,1,171.85,1,19.6,1,19.83,1
202510,JOB010704051770,ID2853258139,EMP9018278508,-9,202303,,0,999909,-9,1,0,1,0,0,0,,0,,,0,,,1,6051.81,-8,,-8,,1,6051.81,1,166.25,1,5.21,1,171.45,1,163.25,1,172.9,1,37.07,1,35.0,1
202409,JOB932954068283,ID3047786676,EMP0415172458,-9,202305,202310,2,202310,2,0,0,0,0,0,0,,-9,,,0,,,1,4598.83,-8,,-8,,1,4598.83,1,170.14,-8,,1,170.14,1,166.94,1,169.36,1,27.55,1,27.15,1
202512,JOB641789066802,ID2956628374,EMP4242803861,-9,201501,,0,999909,-9,0,0,0,0,0,0,,1,201502,6.0,0,,,1,5644.59,-8,,1,787.51,1,6432.1,1,160.2,1,14.900390475520942,1,175.10039047552092,1,159.05,1,173.95039047552095,1,35.49,1,36.98,1
202607,JOB209862296716,ID4731013835,EMP7590368785,-9,201610,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3337.87,1,451.11,-8,,1,3788.98,1,162.37,-8,,1,162.37,1,162.44,1,160.48,1,20.55,1,23.61,1
202504,JOB147735457153,ID2792054502,EMP9955821290,-9,201709,,0,999909,-9,0,1,0,0,0,1,CIE - Contrat d'initiation à l'emploi,1,201711,8.0,0,,,1,4253.38,1,893.07,1,626.13,1,5772.58,1,164.08,1,16.102582349606934,1,180.18258234960695,1,161.75,1,177.85258234960693,1,26.3,1,32.46,1
202602,JOB375334313216,ID1033898282,EMP2936245980,-9,201708,,0,999909,-9,1,1,0,0,0,0,,1,201711,12.0,0,,,1,6407.44,-8,,-8,,1,6407.44,1,168.72,-8,,1,168.72,1,172.04,1,168.42,1,37.24,1,38.04,1
202401,JOB058080640020,ID8598453812,EMP9603108981,-9,201906,201910,1,201910,3,0,0,0,0,0,0,,1,201908,8.0,0,,,1,3821.76,-8,,-8,,1,3821.76,1,163.3,-8,,1,163.3,1,164.65,1,162.27,1,23.21,1,23.55,1
202502,JOB202482119160,ID8447821370,EMP0470496368,-9,201611,201905,1,201905,6,0,0,0,0,0,0,,0,,,0,,,1,6161.67,-8,,-8,,1,6161.67,1,172.18,-8,,1,172.18,1,171.42,1,174.99,1,35.94,1,35.21,1
202508,JOB973897816572,ID6391805374,EMP7311493648,-9,202204,202301,1,202301,4,0,0,0,0,0,1,PAN - Projet d'activité national,1,202205,4.0,0,,,1,5948.04,1,288.08,-8,,1,6236.12,1,169.8,-8,,1,169.8,1,171.04,1,169.95,1,34.78,1,36.69,1
202508,JOB265165532021,ID9099748336,EMP6934556486,-9,202507,,0,999909,-9,0,0,0,0,0,0,,1,202509,8.0,0,,,1,6161.28,-8,,1,964.07,1,7125.36,1,163.67,1,17.073275465187244,1,180.74327546518722,1,166.85,1,183.92327546518723,1,36.93,1,38.74,1
202503,JOB898982352680,ID9276233799,-9,-9,202506,202511,-9,202511,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202405,JOB375473074242,ID2639736582,EMP2957785912,-9,202405,202502,1,202502,4,0,0,0,0,0,0,,0,,,1,909.13,48.43,1,3030.43,1,101.98,-8,,1,3132.41,1,161.43,-8,,1,161.43,1,163.42,1,158.74,1,18.54,1,19.73,1
202403,JOB220350400492,ID3778548952,EMP2267177209,-9,202106,202203,1,202203,4,0,1,0,0,0,0,,1,202112,26.0,0,,,1,3817.3,-8,,-8,,1,3817.3,1,166.89,-8,,1,166.89,1,165.22,1,170.15,1,23.1,1,22.43,0
202612,JOB261325318378,ID0623946619,EMP9046270613,-9,201703,,0,999909,-9,1,1,0,0,1,0,,1,201706,12.0,0,,,1,5401.3,-8,,-8,,1,5401.3,1,160.15,-8,,1,160.15,1,160.43,1,163.14,1,33.67,1,33.11,1
202508,JOB710526061047,ID0623946619,EMP2685341332,-9,202507,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4564.07,-8,,-8,,1,4564.07,1,172.83,-8,,1,172.83,1,174.47,1,174.43,1,26.16,1,26.17,1
202509,JOB693215416491,ID3366309530,EMP8598806999,-9,202101,202103,4,202103,2,0,0,0,0,0,0,,-9,,,0,,,1,2945.07,-8,,-8,,1,2945.07,1,98.52,-8,,1,98.52,1,99.14,1,100.06,1,29.71,1,29.43,1
202509,JOB999870629063,ID6855016196,EMP8747364047,-9,201609,,0,999909,-9,0,0,0,0,0,0,,1,201611,8.0,0,,,1,4727.06,1,826.6,-8,,1,5553.65,1,172.35,-8,,1,172.35,1,170.09,1,172.14,1,27.79,1,32.26,1
202610,JOB501922700437,ID0624945216,EMP7047437626,-9,202211,202212,0,999909,-9,1,0,0,0,0,0,,1,202305,26.0,0,,,1,5674.72,1,751.26,-8,,1,6425.98,1,162.13,-8,,1,162.13,1,161.06,1,165.29,1,35.23,1,38.88,1
202410,JOB884592123394,ID4395405561,EMP1884643110,-9,202304,,0,999909,-9,1,1,0,0,0,0,,1,202305,6.0,0,,,1,4311.1,1,723.05,-8,,1,5034.15,1,169.27,-8,,1,169.27,1,167.91,1,171.89,1,25.68,1,29.29,1
202604,JOB388088283103,ID5061747965,EMP6613698287,-9,202009,202106,1,202106,4,0,1,0,0,0,0,,0,,,0,,,1,2733.13,-8,,-8,,1,2733.13,1,162.56,-8,,1,162.56,1,164.22,1,163.26,1,16.64,1,16.74,1
202503,JOB002923214533,ID7627765702,EMP8550949935,-9,201805,201907,0,999909,-9,0,0,0,0,0,0,,1,201806,6.0,0,,,1,7529.43,1,257.04,-8,,1,7786.47,1,165.58,-8,,1,165.58,1,168.33,1,162.52,1,44.73,1,47.91,1
202411,JOB063970818506,ID5425092743,EMP8020815157,-9,202006,,0,999909,-9,1,1,0,0,0,0,,1,202009,12.0,0,,,1,7412.97,-8,,-8,,1,7412.97,1,171.36,-8,,1,171.36,1,173.87,1,168.03,1,42.64,1,44.12,1
202501,JOB986774887560,ID9161629405,EMP1364016162,-9,201909,202103,1,202103,5,0,1,0,0,1,0,,1,201912,12.0,0,,,1,3423.37,-8,,-8,,1,3423.37,1,160.87,-8,,1,160.87,1,157.96,1,163.95,1,21.67,1,20.88,1
202412,JOB110656675987,ID8438110053,EMP7958853096,-9,202203,202308,0,999909,-9,0,0,0,0,0,0,,1,202204,4.0,0,,,1,4471.75,-8,,-8,,1,4471.75,1,166.6,1,5.66,1,172.26,1,168.8,1,171.53,1,26.49,1,26.07,1
202405,JOB312588683316,ID8438110053,EMP6359097259,-9,202201,,0,999909,-9,0,1,0,0,0,0,,1,202202,4.0,0,,,1,3937.73,1,266.95,-8,,1,4204.67,1,167.96,-8,,1,167.96,1,169.22,1,170.56,1,23.27,1,24.65,1
202505,JOB836365045261,ID3493190613,-9,-9,202207,202301,-9,202301,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202604,JOB994047270721,ID3493190613,EMP1622878833,-9,201502,201702,3,201702,5,0,1,0,0,0,0,,-9,,,0,,,1,3256.44,-8,,-8,,1,3256.44,1,158.15,-8,,1,158.15,1,156.46,1,159.28,1,20.81,1,20.44,1
202607,JOB774114374815,ID1858775346,EMP3375504237,-9,202409,,0,999909,-9,0,1,0,0,0,0,,1,202410,6.0,1,866.95,50.35,1,2889.85,1,505.13,1,264.82,1,3659.79,1,167.84,1,10.253563914810115,1,178.09356391481012,1,168.5,1,178.75356391481012,1,17.15,1,20.47,1
202502,JOB984838703847,ID5573650388,EMP4134735098,-9,202205,202209,1,202209,3,0,0,0,0,0,0,,1,202207,8.0,0,,,1,4878.38,-8,,1,410.15,1,5288.53,1,165.84,1,9.295342564962828,1,175.13534256496283,1,163.76,1,173.0553425649628,1,29.79,1,30.56,1
202504,JOB894246209732,ID3529365569,EMP7582514341,-9,201502,,0,999909,-9,0,0,0,0,0,0,,1,201503,6.0,0,,,1,6912.87,-8,,-8,,1,6912.87,1,172.27,-8,,1,172.27,1,173.8,1,174.82,1,39.77,1,39.54,1
202608,JOB794325588440,ID7584876112,EMP4926034483,-9,201608,,0,999909,-9,1,0,0,0,0,0,,0,,,0,,,1,4059.19,1,872.02,-8,,1,4931.21,1,166.34,-8,,1,166.34,1,167.63,1,167.86,1,24.22,1,29.38,1
202503,JOB305578262975,ID6329146362,EMP9879619315,-9,202206,202210,2,202210,3,0,0,0,0,0,0,,-9,,,0,,,1,4365.35,-8,,1,632.86,1,4998.21,1,167.98,1,16.235233116492115,1,184.2152331164921,1,169.96,1,186.19523311649212,1,25.68,1,26.84,1
202501,JOB803658448435,ID9852664314,EMP8859807123,-9,202306,202308,0,999909,-9,1,0,0,0,1,0,,0,,,0,,,1,7482.06,-8,,-8,,1,7482.06,1,169.94,-8,,1,169.94,1,171.42,1,168.35,1,43.65,1,44.44,1
